sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
TRIM16L_+_18601370.23-P1|TRIM16L_-_18601817.23-P1	TRIM16L	388.98	337.43	388.98	337.43	-0.20455	1328.7	2445.9	1.0423	0.14863	0.85137	0.29725	0.56056	False
IFNB1_+_21077890.23-P1P2|IFNB1_-_21077917.23-P1P2	IFNB1	77.592	96.973	77.592	96.973	0.31802	187.83	345.77	1.0423	0.85137	0.14863	0.29726	0.56056	True
DNAJC5B_-_66955851.23-P2|DNAJC5B_-_66955846.23-P2	DNAJC5B	77.592	96.973	77.592	96.973	0.31802	187.83	345.77	1.0423	0.85137	0.14863	0.29726	0.56056	True
CTH_+_70876951.23-P1P2|CTH_+_70876932.23-P1P2	CTH	220.52	184.05	220.52	184.05	-0.25953	665.09	1224.5	1.0422	0.14865	0.85135	0.2973	0.56057	False
PRSS42_+_46875509.23-ENST00000429665.1|PRSS42_-_46875591.23-ENST00000429665.1	PRSS42	332.83	285.97	332.83	285.97	-0.21819	1097.7	2021.9	1.042	0.14871	0.85129	0.29742	0.56075	False
non-targeting_00792|non-targeting_02296	negative_control	496.18	436.38	496.18	436.38	-0.18487	1787.8	3294	1.0419	0.14874	0.85126	0.29747	0.56079	False
FZD3_+_28351759.23-P1P2|FZD3_-_28351792.23-P1P2	FZD3	250.13	210.77	250.13	210.77	-0.24595	774.67	1427.4	1.0418	0.14874	0.85126	0.29749	0.56079	False
TMSB10_-_85132984.23-P1P2|TMSB10_+_85133250.23-P1P2	TMSB10	46.963	32.654	46.963	32.654	-0.51114	102.37	189.14	1.0416	0.1488	0.8512	0.2976	0.56085	False
PDGFRB_-_149535385.23-P1P2|PDGFRB_+_149535375.23-P1P2	PDGFRB	281.78	239.47	281.78	239.47	-0.23385	895.27	1650.4	1.0416	0.1488	0.8512	0.2976	0.56085	False
NLGN4X_-_6146855.23-P1|NLGN4X_-_6146811.23-P1	NLGN4X	281.78	239.47	281.78	239.47	-0.23385	895.27	1650.4	1.0416	0.1488	0.8512	0.2976	0.56085	False
PEAK1_+_77712398.23-P1P2|PEAK1_+_77712420.23-P1P2	PEAK1	535.99	598.66	535.99	598.66	0.15925	1963.7	3620.5	1.0415	0.85118	0.14882	0.29764	0.56087	True
SPRTN_-_231474045.23-P1P2|SPRTN_+_231474047.23-P1P2	SPRTN	302.2	346.33	302.2	346.33	0.19606	973.96	1797.3	1.0411	0.85108	0.14892	0.29785	0.56122	True
AMIGO1_-_110052323.23-P1P2|AMIGO1_-_110052326.23-P1P2	AMIGO1	156.2	126.66	156.2	126.66	-0.30034	436.45	805.53	1.041	0.14894	0.85106	0.29789	0.56123	False
RHOG_+_3861920.23-P1P2|RHOG_-_3862066.23-P1P2	RHOG	1473.2	1356.6	1473.2	1356.6	-0.11885	6795.3	12543	1.0409	0.14896	0.85104	0.29791	0.56123	False
FAM19A2_-_62653886.23-P1|FAM19A2_-_62653852.23-P1	FAM19A2	387.96	439.35	387.96	439.35	0.17903	1320.5	2438.1	1.0408	0.85101	0.14899	0.29797	0.56125	True
ACER2_+_19409007.23-P1P2|ACER2_-_19409274.23-P1P2	ACER2	387.96	439.35	387.96	439.35	0.17903	1320.5	2438.1	1.0408	0.85101	0.14899	0.29797	0.56125	True
ENSA_-_150601826.23-P1P2|ENSA_+_150601782.23-P1P2	ENSA	235.84	197.91	235.84	197.91	-0.25182	719.43	1328.7	1.0406	0.14903	0.85097	0.29806	0.56131	False
UBE2Z_+_46985838.23-P1P2|UBE2Z_-_46985826.23-P1P2	UBE2Z	235.84	197.91	235.84	197.91	-0.25182	719.43	1328.7	1.0406	0.14903	0.85097	0.29806	0.56131	False
ZNF117_-_64467050.23-P1P2|ZNF117_-_64466761.23-P1P2	ZNF117	230.73	268.16	230.73	268.16	0.21601	700.45	1293.8	1.0406	0.85096	0.14904	0.29808	0.56131	True
RAPH1_-_204399815.23-P1P2|RAPH1_-_204399837.23-P1P2	RAPH1	133.74	106.87	133.74	106.87	-0.32094	361.12	667.4	1.0403	0.1491	0.8509	0.29821	0.56142	False
JMJD8_-_733921.23-P1P2|JMJD8_+_734105.23-P1P2	JMJD8	316.49	271.13	316.49	271.13	-0.22242	1028.8	1901.5	1.0403	0.14911	0.85089	0.29822	0.56142	False
RPS6KB1_+_57970498.23-P1P2|RPS6KB1_-_57970562.23-P1P2	RPS6KB1	131.7	158.32	131.7	158.32	0.26378	354.38	655.08	1.0402	0.85087	0.14913	0.29826	0.56142	True
ARRDC2_-_18119049.23-P1|ARRDC2_+_18118989.23-P1	ARRDC2	251.15	211.76	251.15	211.76	-0.24507	775.91	1434.5	1.0401	0.14915	0.85085	0.2983	0.56142	False
CLEC4C_+_7899940.23-P1P2|CLEC4C_+_7899912.23-P1P2	CLEC4C	251.15	211.76	251.15	211.76	-0.24507	775.91	1434.5	1.0401	0.14915	0.85085	0.2983	0.56142	False
PCDHA2_-_140174453.23-P1P2|PCDHA2_-_140174579.23-P1P2	PCDHA2	208.27	243.42	208.27	243.42	0.224	617.8	1142.3	1.04	0.85084	0.14916	0.29832	0.56142	True
HSF5_+_56565719.23-P1P2|HSF5_+_56565676.23-P1P2	HSF5	208.27	243.42	208.27	243.42	0.224	617.8	1142.3	1.04	0.85084	0.14916	0.29832	0.56142	True
C1orf186_+_206288170.23-P1P2|C1orf186_+_206288167.23-P1P2	C1orf186	334.87	287.95	334.87	287.95	-0.21707	1100.6	2037.1	1.0395	0.14929	0.85071	0.29857	0.56179	False
TRAM1L1_-_118006680.23-P1P2|TRAM1L1_+_118006649.23-P1P2	TRAM1L1	334.87	287.95	334.87	287.95	-0.21707	1100.6	2037.1	1.0395	0.14929	0.85071	0.29857	0.56179	False
ZNF507_+_32836708.23-P1P2|ZNF507_-_32836584.23-P1P2	ZNF507	144.97	173.17	144.97	173.17	0.25476	397.43	735.87	1.0393	0.85067	0.14933	0.29866	0.56188	True
SHISA9_-_12995548.23-P1P2|SHISA9_-_12995534.23-P1P2	SHISA9	476.78	418.57	476.78	418.57	-0.18744	1694.2	3137.1	1.0393	0.14934	0.85066	0.29867	0.56188	False
EEF1A1_+_74230493.23-P1P2|EEF1A1_-_74230714.23-P1P2	EEF1A1	22.461	31.665	22.461	31.665	0.47749	42.358	78.436	1.0393	0.84982	0.15018	0.30037	0.56368	True
MS4A6A_-_59950526.23-P1P2|MS4A6A_+_59950561.23-P1P2	MS4A6A	201.13	235.51	201.13	235.51	0.22663	591.05	1094.8	1.0391	0.85062	0.14938	0.29877	0.562	True
SPAG7_-_4870905.23-P1P2|SPAG7_-_4871048.23-P1P2	SPAG7	238.9	277.07	238.9	277.07	0.213	728.35	1349.8	1.0389	0.85056	0.14944	0.29887	0.56206	True
HOXA7_+_27196242.23-P1P2|HOXA7_+_27196262.23-P1P2	HOXA7	223.59	260.25	223.59	260.25	0.21814	671.94	1245.2	1.0389	0.85056	0.14944	0.29887	0.56206	True
HADH_+_108911047.23-P1P2|HADH_+_108911030.23-P1P2	HADH	223.59	260.25	223.59	260.25	0.21814	671.94	1245.2	1.0389	0.85056	0.14944	0.29887	0.56206	True
COX4I1_-_85833335.23-P1P2|COX4I1_-_85833332.23-P1P2	COX4I1	236.86	198.89	236.86	198.89	-0.25086	720.62	1335.8	1.0387	0.14946	0.85054	0.29893	0.56211	False
AMER2_-_25745692.23-P1P2|AMER2_+_25745684.23-P1P2	AMER2	172.54	203.84	172.54	203.84	0.23925	489.94	908.84	1.0384	0.85045	0.14955	0.29911	0.56225	True
KCNH4_+_40333291.23-P1P2|KCNH4_-_40333323.23-P1P2	KCNH4	172.54	203.84	172.54	203.84	0.23925	489.94	908.84	1.0384	0.85045	0.14955	0.29911	0.56225	True
TASP1_+_13619539.23-P1P2|TASP1_-_13619364.23-P1P2	TASP1	252.17	212.75	252.17	212.75	-0.24421	777.15	1441.6	1.0383	0.14955	0.85045	0.29911	0.56225	False
HAUS7_-_152760909.23-P2|HAUS7_+_152760894.23-P2	HAUS7	252.17	212.75	252.17	212.75	-0.24421	777.15	1441.6	1.0383	0.14955	0.85045	0.29911	0.56225	False
FRYL_+_48782089.23-P1P2|FRYL_-_48782290.23-P1P2	FRYL	587.04	653.09	587.04	653.09	0.15356	2181	4047.4	1.0381	0.8504	0.1496	0.29921	0.56239	True
AHRR_+_321892.23-P1P2|AHRR_+_322709.23-P1P2	AHRR	186.83	219.67	186.83	219.67	0.23248	539.31	1001	1.038	0.85037	0.14963	0.29926	0.56243	True
HSPA6_+_161494136.23-P1P2|HSPA6_-_161493771.23-P1P2	HSPA6	373.66	323.57	373.66	323.57	-0.20705	1254.5	2328.8	1.038	0.14964	0.85036	0.29929	0.56244	False
NDUFAF4_-_97345718.23-P1P2|NDUFAF4_-_97345479.23-P1P2	NDUFAF4	169.48	138.53	169.48	138.53	-0.28896	478.73	889.3	1.0376	0.14973	0.85027	0.29945	0.5627	False
HSF2BP_-_45077960.23-P2|HSF2BP_+_45077985.23-P2	HSF2BP	525.78	464.09	525.78	464.09	-0.17971	1903.3	3536.3	1.0375	0.14975	0.85025	0.2995	0.56273	False
NDC1_-_54303966.23-P1P2|NDC1_+_54303930.23-P1P2	NDC1	61.256	44.529	61.256	44.529	-0.45145	139.91	260.18	1.0373	0.14979	0.85021	0.29958	0.56284	False
C15orf32_-_93015443.23-P1P2|C15orf32_+_93014989.23-P1P2	C15orf32	57.173	73.225	57.173	73.225	0.35156	128.84	239.48	1.0373	0.85018	0.14982	0.29964	0.56287	True
CYHR1_+_145690827.23-P2|CYHR1_-_145690760.23-P2	CYHR1	355.29	306.75	355.29	306.75	-0.21127	1177.8	2189.7	1.0372	0.14982	0.85018	0.29965	0.56287	False
DTX3L_+_122283253.23-P1P2|DTX3L_+_122283258.23-P1P2	DTX3L	101.07	123.69	101.07	123.69	0.28875	255.78	475.64	1.0371	0.85015	0.14985	0.29971	0.56293	True
FAM214B_+_35115809.23-P1|FAM214B_+_35115865.23-P1	FAM214B	237.88	199.88	237.88	199.88	-0.24992	721.82	1342.8	1.0369	0.1499	0.8501	0.29979	0.56304	False
PDC_+_186430206.23-P1P2|PDC_-_186430196.23-P1P2	PDC	253.19	213.74	253.19	213.74	-0.24335	778.39	1448.7	1.0366	0.14996	0.85004	0.29991	0.56312	False
FAIM2_+_50297654.23-P1P2|FAIM2_+_50297657.23-P1P2	FAIM2	253.19	213.74	253.19	213.74	-0.24335	778.39	1448.7	1.0366	0.14996	0.85004	0.29991	0.56312	False
LRRC16A_-_25279658.23-P1P2|LRRC16A_+_25279627.23-P1P2	LRRC16A	253.19	213.74	253.19	213.74	-0.24335	778.39	1448.7	1.0366	0.14996	0.85004	0.29991	0.56312	False
KRTAP19-2_+_31859701.23-ENST00000334055.3|KRTAP19-2_+_31859572.23-ENST00000334055.3	KRTAP19-2	320.58	366.12	320.58	366.12	0.19111	1037.3	1931.5	1.0364	0.84999	0.15001	0.30001	0.56326	True
SIGLECL1_+_51754390.23-P1P2|SIGLECL1_-_51754372.23-P1P2	SIGLECL1	319.55	274.1	319.55	274.1	-0.22062	1033.1	1924	1.0363	0.15003	0.84997	0.30006	0.56327	False
CCNJL_+_159739530.23-P1P2|CCNJL_-_159739490.23-P1P2	CCNJL	302.2	258.27	302.2	258.27	-0.22583	965.03	1797.3	1.0363	0.15004	0.84996	0.30007	0.56327	False
TAS2R30_+_11287189.23-ENST00000539585.1|TAS2R30_-_11287256.23-ENST00000539585.1	TAS2R30	182.75	150.41	182.75	150.41	-0.27929	522.96	974.53	1.036	0.15011	0.84989	0.30021	0.56348	False
ITGB4_-_73717607.23-P1P2|ITGB4_+_73717592.23-P1P2	ITGB4	196.02	162.28	196.02	162.28	-0.27098	569.15	1061.2	1.0357	0.15017	0.84983	0.30034	0.56367	False
LGI3_-_22014253.23-P1P2|LGI3_+_22014059.23-P1P2	LGI3	104.14	81.141	104.14	81.141	-0.35608	264.38	493.11	1.0355	0.15021	0.84979	0.30042	0.56373	False
NADK_+_1709845.23-P1|NADK_+_1709806.23-P1	NADK	85.759	65.309	85.759	65.309	-0.38782	209.11	390.1	1.0354	0.15023	0.84977	0.30046	0.56375	False
PLA2G4E_-_42343327.23-ENST00000399518.3|PLA2G4E_+_42343371.23-ENST00000399518.3	PLA2G4E	239.92	278.06	239.92	278.06	0.212	727.15	1356.8	1.0353	0.84974	0.15026	0.30053	0.56377	True
SRSF5_-_70233873.23-P1P2|SRSF5_+_70234375.23-P1P2	SRSF5	239.92	278.06	239.92	278.06	0.212	727.15	1356.8	1.0353	0.84974	0.15026	0.30053	0.56377	True
ANKRD34B_+_79866043.23-P1|ANKRD34B_-_79866050.23-P1	ANKRD34B	238.9	200.87	238.9	200.87	-0.24898	723.01	1349.8	1.035	0.15033	0.84967	0.30065	0.56389	False
CDH5_-_66400630.23-P1P2|CDH5_-_66400791.23-P1P2	CDH5	202.15	236.5	202.15	236.5	0.22539	589.97	1101.6	1.0349	0.84965	0.15035	0.30069	0.56389	True
TANK_-_161993550.23-P2|TANK_-_161993535.23-P2	TANK	170.5	139.52	170.5	139.52	-0.28738	479.7	895.8	1.0349	0.15036	0.84964	0.30072	0.56389	False
MNDA_+_158801399.23-P1P2|MNDA_-_158801395.23-P1P2	MNDA	170.5	139.52	170.5	139.52	-0.28738	479.7	895.8	1.0349	0.15036	0.84964	0.30072	0.56389	False
ARV1_-_231114864.23-P1P2|ARV1_+_231114927.23-P1P2	ARV1	170.5	139.52	170.5	139.52	-0.28738	479.7	895.8	1.0349	0.15036	0.84964	0.30072	0.56389	False
UBE2M_-_59070250.23-P1P2|UBE2M_+_59070110.23-P1P2	UBE2M	426.75	480.91	426.75	480.91	0.17198	1466.4	2739.3	1.0347	0.8496	0.1504	0.3008	0.56399	True
RSPH1_+_43916303.23-P1P2|RSPH1_-_43916297.23-P1P2	RSPH1	482.91	424.51	482.91	424.51	-0.18554	1705.2	3186.5	1.0345	0.15044	0.84956	0.30088	0.5641	False
"SCN11A_+_38992032.23-ENST00000302328.3,ENST00000450244.1|SCN11A_+_38992029.23-ENST00000302328.3,ENST00000450244.1"	SCN11A	210.31	175.15	210.31	175.15	-0.26262	618.39	1155.9	1.0344	0.15048	0.84952	0.30096	0.56416	False
SLC10A3_-_153718924.23-P1P2|SLC10A3_-_153718921.23-P1P2	SLC10A3	94.948	73.225	94.948	73.225	-0.37034	235.94	441.06	1.0344	0.15049	0.84951	0.30097	0.56416	False
VWCE_-_61062749.23-P1P2|VWCE_+_61062772.23-P1P2	VWCE	114.35	90.047	114.35	90.047	-0.34128	295.21	552.12	1.0341	0.15054	0.84946	0.30109	0.56432	False
UCHL1_-_41262760.23-P2|UCHL1_-_41262786.23-P2	UCHL1	248.09	286.96	248.09	286.96	0.20922	755.58	1413.2	1.0341	0.84945	0.15055	0.30111	0.56432	True
CD28_+_204571355.23-P1P2|CD28_-_204571412.23-P1P2	CD28	358.35	309.72	358.35	309.72	-0.20977	1182.4	2212.8	1.0338	0.15062	0.84938	0.30124	0.56452	False
ITCH_-_32951260.23-P1P2|ITCH_-_32951178.23-P1P2	ITCH	321.6	367.11	321.6	367.11	0.19042	1035.9	1939	1.0337	0.84936	0.15064	0.30128	0.56455	True
RIMBP3B_-_21737871.23-ENST00000434111.1|RIMBP3B_-_21737723.23-ENST00000434111.1	RIMBP3B	187.85	220.66	187.85	220.66	0.23111	538.28	1007.7	1.0336	0.84934	0.15066	0.30132	0.56457	True
C9orf173_+_140145809.23-P1P2|C9orf173_-_140145774.23-P1P2	C9orf173	304.24	260.25	304.24	260.25	-0.22454	967.79	1812.1	1.0335	0.15068	0.84932	0.30137	0.56459	False
non-targeting_02510|non-targeting_02947	negative_control	217.46	253.32	217.46	253.32	0.21926	642.9	1203.9	1.0335	0.84931	0.15069	0.30139	0.56459	True
ST14_+_130029743.23-P1P2|ST14_-_130029737.23-P1P2	ST14	998.48	907.39	998.48	907.39	-0.13786	4148.3	7769.4	1.0334	0.15071	0.84929	0.30143	0.56459	False
IGF1_+_102874279.23-P1P2|IGF1_-_102874133.23-P1P2	IGF1	69.424	51.455	69.424	51.455	-0.42498	161.44	302.43	1.0334	0.15072	0.84928	0.30144	0.56459	False
IL12B_-_158757449.23-P1P2|IL12B_-_158757453.23-P1P2	IL12B	239.92	201.86	239.92	201.86	-0.24805	724.21	1356.8	1.0332	0.15075	0.84925	0.30151	0.56462	False
AXIN2_+_63557681.23-P2|AXIN2_+_63557649.23-P2	AXIN2	255.24	215.72	255.24	215.72	-0.24166	780.87	1463	1.0332	0.15075	0.84925	0.30151	0.56462	False
GSTP1_+_67351297.23-P1P2|GSTP1_+_67351309.23-P1P2	GSTP1	256.26	295.87	256.26	295.87	0.20662	784.55	1470.1	1.0331	0.84923	0.15077	0.30155	0.56464	True
SKI_-_2160211.23-ENST00000378536.4|SKI_-_2160217.23-ENST00000378536.4	SKI	373.66	423.52	373.66	423.52	0.18022	1242.6	2328.8	1.033	0.84921	0.15079	0.30158	0.56467	True
C3orf14_-_62304713.23-P1P2|C3orf14_+_62304758.23-P1P2	C3orf14	359.37	310.71	359.37	310.71	-0.20928	1183.9	2220.5	1.0326	0.15089	0.84911	0.30177	0.56484	False
CDH17_-_95229455.23-P2|CDH17_-_95229452.23-P2	CDH17	378.77	328.52	378.77	328.52	-0.20475	1262.4	2367.7	1.0326	0.15089	0.84911	0.30178	0.56484	False
CLDN2_-_106171353.23-P1|CLDN2_-_106171337.23-P1	CLDN2	378.77	328.52	378.77	328.52	-0.20475	1262.4	2367.7	1.0326	0.15089	0.84911	0.30178	0.56484	False
CHEK2_-_29138399.23-P1P2|CHEK2_+_29138256.23-P1P2	CHEK2	287.91	245.4	287.91	245.4	-0.22958	903.26	1694.2	1.0326	0.15089	0.84911	0.30178	0.56484	False
GPR89B_-_147400800.23-P1P2|GPR89B_+_147400602.23-P1P2	GPR89B	211.33	176.14	211.33	176.14	-0.26149	619.5	1162.8	1.0323	0.15098	0.84902	0.30195	0.5651	False
LCN10_-_139636440.23-P1P2|LCN10_+_139636425.23-P1P2	LCN10	159.27	129.63	159.27	129.63	-0.29501	439.24	824.73	1.0321	0.15102	0.84898	0.30204	0.56514	False
UGT1A6_-_234600356.23-P1|UGT1A6_-_234600364.23-P1	UGT1A6	126.6	152.39	126.6	152.39	0.26558	332.57	624.47	1.032	0.84897	0.15103	0.30205	0.56514	True
TLDC2_+_35504588.23-P1P2|TLDC2_+_35504585.23-P1P2	TLDC2	272.59	313.68	272.59	313.68	0.20186	844.12	1585	1.032	0.84897	0.15103	0.30205	0.56514	True
PADI6_-_17698752.23-P1P2|PADI6_+_17698733.23-P1P2	PADI6	474.74	532.36	474.74	532.36	0.16496	1660.4	3120.7	1.0316	0.84886	0.15114	0.30227	0.56551	True
C17orf107_+_4803033.23-P1P2|C17orf107_+_4802982.23-P1P2	C17orf107	225.63	262.22	225.63	262.22	0.21597	669.64	1259.1	1.0314	0.84881	0.15119	0.30238	0.56561	True
SCAF8_+_155054792.23-P1P2|SCAF8_+_155054586.23-P1P2	SCAF8	534.97	472.99	534.97	472.99	-0.17729	1920.8	3612.1	1.0313	0.15121	0.84879	0.30241	0.56561	False
RNF185_+_31556349.23-P1P2|RNF185_-_31556337.23-P1P2	RNF185	323.64	278.06	323.64	278.06	-0.21828	1038.8	1954	1.0312	0.15123	0.84877	0.30247	0.56561	False
TANC2_-_61086958.23-ENST00000424789.2|TANC2_-_61086954.23-ENST00000424789.2	TANC2	323.64	278.06	323.64	278.06	-0.21828	1038.8	1954	1.0312	0.15123	0.84877	0.30247	0.56561	False
C17orf98_+_36997647.23-P1P2|C17orf98_+_36997656.23-P1P2	C17orf98	288.93	246.39	288.93	246.39	-0.22889	904.59	1701.5	1.0312	0.15124	0.84876	0.30247	0.56561	False
RAI2_+_17879363.23-P1P2|RAI2_+_17879337.23-P1P2	RAI2	198.06	164.26	198.06	164.26	-0.26847	571.27	1074.6	1.0311	0.15124	0.84876	0.30248	0.56561	False
NDST4_+_116034959.23-P1P2|NDST4_-_116034914.23-P1P2	NDST4	342.02	294.88	342.02	294.88	-0.21327	1110.9	2090.3	1.031	0.15127	0.84873	0.30254	0.56566	False
SNX31_-_101661786.23-P1P2|SNX31_-_101661789.23-P1P2	SNX31	105.16	82.131	105.16	82.131	-0.35275	265.11	498.95	1.0309	0.15131	0.84869	0.30261	0.56574	False
DNAH7_-_196933508.23-P1P2|DNAH7_-_196933531.23-P1P2	DNAH7	306.28	262.22	306.28	262.22	-0.22327	970.56	1827	1.0308	0.15132	0.84868	0.30265	0.56577	False
G6PD_+_153775022.23-P1P2|G6PD_+_153775038.23-P1P2	G6PD	249.11	287.95	249.11	287.95	0.20827	754.36	1420.3	1.0306	0.84865	0.15135	0.30271	0.56581	True
HTR3D_+_183749579.23-ENST00000428798.2|HTR3D_+_183749564.23-ENST00000428798.2	HTR3D	421.65	368.1	421.65	368.1	-0.19543	1433.6	2699.3	1.0306	0.15136	0.84864	0.30272	0.56581	False
HRH3_+_60795291.23-P1P2|HRH3_+_60795285.23-P1P2	HRH3	361.41	312.69	361.41	312.69	-0.2083	1187	2235.9	1.0304	0.15141	0.84859	0.30282	0.56594	False
PNMA1_+_74181056.23-P1P2|PNMA1_+_74181071.23-P1P2	PNMA1	401.23	349.3	401.23	349.3	-0.19942	1348.2	2540.4	1.0303	0.15144	0.84856	0.30289	0.56594	False
PAWR_+_80084297.23-P1P2|PAWR_+_80084251.23-P1P2	PAWR	314.45	359.2	314.45	359.2	0.19138	1001.2	1886.6	1.0302	0.84855	0.15145	0.3029	0.56594	True
PTPN9_-_75871589.23-P1P2|PTPN9_-_75871564.23-P1P2	PTPN9	160.29	189.99	160.29	189.99	0.24385	441.08	831.14	1.0302	0.84855	0.15145	0.3029	0.56594	True
LRRC4B_-_51071673.23-P1P2|LRRC4B_-_51071644.23-P1P2	LRRC4B	484.95	543.25	484.95	543.25	0.16347	1699.6	3203	1.0302	0.84853	0.15147	0.30293	0.56595	True
TBX5_-_114845786.23-P1|TBX5_-_114845782.23-P1	TBX5	115.37	91.036	115.37	91.036	-0.3384	295.98	558.09	1.0299	0.15153	0.84847	0.30306	0.56614	False
ZNF227_+_44716718.23-P1P2|ZNF227_+_44716755.23-P1P2	ZNF227	257.28	296.86	257.28	296.86	0.2057	783.3	1477.2	1.0298	0.84845	0.15155	0.3031	0.56616	True
RIT2_-_40695615.23-P1P2|RIT2_+_40695631.23-P1P2	RIT2	218.48	254.31	218.48	254.31	0.21814	641.77	1210.7	1.0296	0.84841	0.15159	0.30319	0.56628	True
ZKSCAN1_-_99613608.23-P1P2|ZKSCAN1_-_99613270.23-P1P2	ZKSCAN1	273.61	232.54	273.61	232.54	-0.23374	843.53	1592.3	1.0293	0.15166	0.84834	0.30332	0.56643	False
CCDC71_+_49203738.23-P1P2|CCDC71_+_49203735.23-P1P2	CCDC71	273.61	232.54	273.61	232.54	-0.23374	843.53	1592.3	1.0293	0.15166	0.84834	0.30332	0.56643	False
SGOL1_+_20227653.23-P1P2|SGOL1_+_20227643.23-P1P2	SGOL1	26.544	36.612	26.544	36.612	0.44945	50.682	95.678	1.0293	0.84782	0.15218	0.30436	0.56762	True
OPN4_+_88414366.23-P1P2|OPN4_-_88414300.23-P1P2	OPN4	188.87	221.65	188.87	221.65	0.22976	537.25	1014.3	1.0292	0.84831	0.15169	0.30338	0.56643	True
MDH2_+_75677451.23-P1P2|MDH2_+_75677427.23-P1P2	MDH2	188.87	221.65	188.87	221.65	0.22976	537.25	1014.3	1.0292	0.84831	0.15169	0.30338	0.56643	True
ABCA10_+_67224811.23-P1P2|ABCA10_-_67224823.23-P1P2	ABCA10	185.81	153.38	185.81	153.38	-0.27513	526.01	994.4	1.0286	0.15184	0.84816	0.30369	0.56696	False
TLN1_+_35732116.23-P1P2|TLN1_+_35732111.23-P1P2	TLN1	147.02	175.15	147.02	175.15	0.25102	395.66	748.45	1.0282	0.84808	0.15192	0.30384	0.56714	True
PCNT_-_47744064.23-P1P2|PCNT_-_47744087.23-P1P2	PCNT	147.02	175.15	147.02	175.15	0.25102	395.66	748.45	1.0282	0.84808	0.15192	0.30384	0.56714	True
IL34_-_70613830.23-P2|IL34_+_70613863.23-P2	IL34	258.3	218.69	258.3	218.69	-0.23917	784.6	1484.4	1.0282	0.15193	0.84807	0.30387	0.56715	False
FAM212B_-_112298090.23-P2|FAM212B_-_112298095.23-P2	FAM212B	424.71	371.07	424.71	371.07	-0.19429	1438.6	2723.3	1.0279	0.15201	0.84799	0.30401	0.56729	False
non-targeting_03754|non-targeting_02423	negative_control	424.71	371.07	424.71	371.07	-0.19429	1438.6	2723.3	1.0279	0.15201	0.84799	0.30401	0.56729	False
GRWD1_-_48949282.23-P1P2|GRWD1_-_48949265.23-P1P2	GRWD1	274.63	233.53	274.63	233.53	-0.23299	844.82	1599.5	1.0278	0.15202	0.84798	0.30405	0.56729	False
FN3KRP_-_80674676.23-P1P2|FN3KRP_-_80674695.23-P1P2	FN3KRP	274.63	233.53	274.63	233.53	-0.23299	844.82	1599.5	1.0278	0.15202	0.84798	0.30405	0.56729	False
ZNF423_-_49860880.23-ENST00000262383.2|ZNF423_+_49860850.23-ENST00000262383.2	ZNF423	34.712	46.508	34.712	46.508	0.41175	69.569	131.75	1.0277	0.84776	0.15224	0.30449	0.56775	True
APPL2_+_105629891.23-P1P2|APPL2_-_105629866.23-P1P2	APPL2	1014.8	1106.3	1014.8	1106.3	0.12439	4183.7	7926	1.0275	0.8479	0.1521	0.3042	0.56744	True
PRSS16_+_27215563.23-P1|PRSS16_+_27215514.23-P1	PRSS16	345.08	297.85	345.08	297.85	-0.21169	1115.4	2113.1	1.0275	0.1521	0.8479	0.30421	0.56744	False
non-targeting_03695|non-targeting_03558	negative_control	345.08	297.85	345.08	297.85	-0.21169	1115.4	2113.1	1.0275	0.1521	0.8479	0.30421	0.56744	False
NPY_+_24323815.23-P1|NPY_+_24323889.23-P1	NPY	326.7	281.03	326.7	281.03	-0.21656	1043.1	1976.6	1.0274	0.15212	0.84788	0.30425	0.56746	False
ARNTL2_+_27485837.23-P1P2|ARNTL2_+_27485847.23-P1P2	ARNTL2	768.77	691.68	768.77	691.68	-0.15224	2971.5	5634.5	1.027	0.15221	0.84779	0.30442	0.56768	False
RGS7_+_241520454.23-P1P2|RGS7_+_241520424.23-P1P2	RGS7	307.3	351.28	307.3	351.28	0.19238	967.04	1834.4	1.0268	0.84775	0.15225	0.30451	0.56775	True
NCAPG_-_17812596.23-P1P2|NCAPG_-_17812684.23-P1P2	NCAPG	5.1047	8.9057	5.1047	8.9057	0.69834	7.2239	13.711	1.0265	0.83371	0.16629	0.33258	0.59623	True
DPPA5_+_74063943.23-P1P2|DPPA5_+_74063955.23-P1P2	DPPA5	259.32	219.67	259.32	219.67	-0.23836	785.84	1491.5	1.0265	0.15232	0.84768	0.30465	0.56791	False
ARL6IP4_-_123465296.23-P1P2|ARL6IP4_+_123465234.23-P1P2	ARL6IP4	259.32	219.67	259.32	219.67	-0.23836	785.84	1491.5	1.0265	0.15232	0.84768	0.30465	0.56791	False
C16orf91_+_1470729.23-P1P2|C16orf91_+_1470677.23-P1P2	C16orf91	350.18	397.79	350.18	397.79	0.1834	1133.2	2151.4	1.0264	0.84764	0.15236	0.30471	0.56798	True
SLC13A1_-_122839921.23-P1P2|SLC13A1_-_122839927.23-P1P2	SLC13A1	161.31	131.61	161.31	131.61	-0.29159	441.1	837.57	1.0263	0.15238	0.84762	0.30475	0.56801	False
non-targeting_03158|non-targeting_03436	negative_control	68.403	86.089	68.403	86.089	0.32749	156.39	297.09	1.0261	0.84756	0.15244	0.30487	0.56805	True
