sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
non-targeting_01570|non-targeting_02784	negative_control	2389.7/1486.2/2465.9	1275.7/2973.3/1877.1	2389.7	1877.1	-0.34821	4.1109e+05	2.4544e+05	1.0348	0.15038	0.84962	0.30075	0.6503	False
PAPD7_-_6714812.23-ENST00000230859.6|PAPD7_+_6714583.23-ENST00000230859.6	PAPD7	4936.5/6764.5/5706.9	4914.7/4094.1/6320	5706.9	4914.7	-0.21556	8.5606e+05	5.8614e+05	1.0347	0.1504	0.8496	0.30079	0.65032	False
ALS2CR12_+_202222032.23-P1P2|ALS2CR12_+_202222077.23-P1P2	ALS2CR12	1680/1610.6/3132.2	2208.9/2091.7/2109.7	1680	2109.7	0.32846	1.0568e+06	1.7254e+05	1.0346	0.84958	0.15042	0.30084	0.65036	True
non-targeting_03530|non-targeting_01407	negative_control	2412.3/2697.8/3553.5	3242.4/3421.9/2020.2	2697.8	3242.4	0.26516	4.0683e+05	2.7709e+05	1.0345	0.84955	0.15045	0.30091	0.65042	True
ZNF780B_+_40562061.23-P1P2|ZNF780B_+_40562064.23-P1P2	ZNF780B	1680.9/2736.9/1281.4	2999.1/2110.7/1631.5	1680.9	2110.7	0.32832	6.3742e+05	1.7264e+05	1.0344	0.84953	0.15047	0.30095	0.65042	True
non-targeting_02273|non-targeting_03719	negative_control	1652.7/2176.9/2563.9	1484.4/2362.9/1687.8	2176.9	1687.8	-0.36694	2.1226e+05	2.2358e+05	1.0344	0.15048	0.84952	0.30096	0.65042	False
PPP1R18_-_30654374.23-P1|PPP1R18_-_30654433.23-P1	PPP1R18	2754.5/1897.6/2383.1	1230.8/2894.8/3130	2383.1	2894.8	0.28048	1.8681e+05	2.4477e+05	1.0342	0.84947	0.15053	0.30106	0.65053	True
OR52L1_-_6008133.23-ENST00000332249.4|OR52L1_-_6008078.23-ENST00000332249.4	OR52L1	1456.2/1385.3/1596	1056.4/453.31/1129.2	1456.2	1056.4	-0.46265	12288	1.4956e+05	1.034	0.15056	0.84944	0.30112	0.65053	False
B3GALT1_+_168725401.23-P1P2|B3GALT1_+_168725410.23-P1P2	B3GALT1	2139.7/2047.8/2170.8	2624.4/2987.6/1691.5	2139.7	2624.4	0.29447	4704.4	2.1976e+05	1.034	0.84943	0.15057	0.30115	0.65053	True
C5orf55_+_442709.23-P1P2|C5orf55_+_443183.23-P1P2	C5orf55	910.02/1347/320.07	1076.3/176.09/595.53	910.02	595.53	-0.61089	2.6948e+05	93466	1.034	0.15058	0.84942	0.30115	0.65053	False
PIPOX_+_27370206.23-P1P2|PIPOX_-_27370267.23-P1P2	PIPOX	410.82/320.7/1179.1	623.21/323.63/1386.8	410.82	623.21	0.60001	2.9915e+05	42195	1.034	0.84592	0.15408	0.30817	0.65694	True
AGAP2_+_58135895.23-P1P2|AGAP2_+_58135858.23-P1P2	AGAP2	2053.2/678.17/2256.9	1578.4/2537.8/1076.6	2053.2	1578.4	-0.3792	9.6606e+05	2.1088e+05	1.0339	0.15058	0.84942	0.30117	0.65053	False
HSD17B2_-_82069010.23-P1P2|HSD17B2_+_82068978.23-P1P2	HSD17B2	1621.7/1247.6/1019	877.93/439.04/992.55	1247.6	877.93	-0.50652	96089	1.2814e+05	1.0337	0.15065	0.84935	0.3013	0.65072	False
MORF4L1_-_79165256.23-P1P2|MORF4L1_-_79165709.23-P1P2	MORF4L1	1227.8/1569.1/1515.5	1889.5/2999.5/1923.2	1515.5	1923.2	0.34358	42820	1.5565e+05	1.0336	0.84933	0.15067	0.30135	0.65072	True
FOXB1_+_60296467.23-P1P2|FOXB1_-_60296478.23-P1P2	FOXB1	1837/2257.4/2546.4	3171.4/1099.4/2755.1	2257.4	2755.1	0.28731	1.3017e+05	2.3186e+05	1.0336	0.84933	0.15067	0.30134	0.65072	True
FOLR2_-_71927871.23-P1P2|FOLR2_-_71927878.23-P1P2	FOLR2	1354.7/1136.5/586.8	1489.7/1958.4/1134.7	1136.5	1489.7	0.39002	1.749e+05	1.1673e+05	1.0335	0.84925	0.15075	0.3015	0.65098	True
DSE_-_116692156.23-P1|DSE_-_116692125.23-P1	DSE	1691.2/1242.1/972.2	1097.1/1800.2/1611.2	1242.1	1611.2	0.375	1.3728e+05	1.2758e+05	1.0331	0.84919	0.15081	0.30162	0.65105	True
SIGIRR_-_407126.23-P1|SIGIRR_-_407097.23-P1	SIGIRR	2250.6/2255.1/2406	1534.5/2401/1758	2255.1	1758	-0.35911	11396	2.3162e+05	1.033	0.1508	0.8492	0.30161	0.65105	False
CROCC_-_17248671.23-P1P2|CROCC_-_17248666.23-P1P2	CROCC	1862.3/1632.5/832.85	1803.9/2084.5/2055.3	1632.5	2055.3	0.33209	3.4612e+05	1.6767e+05	1.0325	0.84909	0.15091	0.30183	0.65143	True
ZZEF1_+_4046247.23-P1P2|ZZEF1_+_4046255.23-P1P2	ZZEF1	2603.1/2920/3022.2	2627.5/2354.6/1903.8	2920	2354.6	-0.31035	55418	2.999e+05	1.0324	0.15095	0.84905	0.3019	0.65151	False
KRT17_+_39780834.23-P1P2|KRT17_-_39780860.23-P1P2	KRT17	1127.2/1069.3/256.93	1411.4/1459.9/1011.9	1069.3	1411.4	0.40013	3.3163e+05	1.0982e+05	1.0323	0.84893	0.15107	0.30214	0.65171	True
PLG_+_161139494.23-P2|PLG_+_161139479.23-P2	PLG	2036.3/1680.2/1718	2151.5/2441.5/1475.4	1718	2151.5	0.32448	51373	1.7645e+05	1.0321	0.84899	0.15101	0.30203	0.65167	True
TIAM2_+_155411494.23-ENST00000318981.5|TIAM2_-_155411468.23-ENST00000318981.5	TIAM2	1599.1/901.1/2433.2	1442.7/1124.4/1180.9	1599.1	1180.9	-0.43707	5.9148e+05	1.6424e+05	1.0321	0.15102	0.84898	0.30203	0.65167	False
PRKRIR_-_76092044.23-P1P2|PRKRIR_+_76092097.23-P1P2	PRKRIR	140.08/231.53/295.03	40.712/105.89/346.24	231.53	105.89	-1.1213	6198.5	23780	1.0319	0.15105	0.84895	0.3021	0.6517	False
RETSAT_+_85581678.23-P1P2|RETSAT_+_85581624.23-P1P2	RETSAT	2597.5/2425.6/2188.3	2940.7/1499.1/3034	2425.6	2940.7	0.27769	42940	2.4913e+05	1.0319	0.84895	0.15105	0.30211	0.6517	True
PPP2R5B_-_64685063.23-P2|PPP2R5B_+_64685051.23-P2	PPP2R5B	745.5/594.48/356	661.84/1009/849.43	594.48	849.43	0.51415	39839	61057	1.0318	0.84769	0.15231	0.30462	0.65356	True
non-targeting_03758|non-targeting_00493	negative_control	1222.1/1662.2/2677.1	1209.9/2186.9/2088.5	1662.2	2088.5	0.32921	6.1183e+05	1.7072e+05	1.0318	0.84891	0.15109	0.30219	0.65174	True
CCDC41_-_94853641.23-P1P2|CCDC41_+_94853614.23-P1P2	CCDC41	663.71/624.98/357.09	812.16/976.83/886.37	624.98	886.37	0.50341	36633	64191	1.0317	0.84785	0.15215	0.3043	0.65356	True
LANCL3_-_37431265.23-P1P2|LANCL3_-_37431325.23-P1P2	LANCL3	2018.4/2104.9/2286.2	1783/1625.3/742.33	2104.9	1625.3	-0.37289	20183	2.1619e+05	1.0316	0.15113	0.84887	0.30226	0.65181	False
PRSS37_-_141541010.23-P1P2|PRSS37_-_141541281.23-P1P2	PRSS37	2062.6/1658.3/1269.4	2099.3/1012.5/1232.6	1658.3	1232.6	-0.42768	1.5734e+05	1.7032e+05	1.0316	0.15114	0.84886	0.30228	0.65181	False
IFNAR1_-_34697352.23-P1P2|IFNAR1_-_34697349.23-P1P2	IFNAR1	1595.4/1192.9/819.78	1706.8/1553.9/1536.4	1192.9	1553.9	0.38116	1.5059e+05	1.2252e+05	1.0314	0.84877	0.15123	0.30245	0.65206	True
RPL39L_+_186857207.23-P1P2|RPL39L_-_186857227.23-P1P2	RPL39L	2481.9/1886.7/1884.5	1813.3/2373.7/2340.6	1886.7	2340.6	0.31085	1.7712e+05	1.9378e+05	1.0311	0.84875	0.15125	0.30251	0.65211	True
LRP6_+_12419925.23-P1P2|LRP6_-_12419720.23-P1P2	LRP6	2329.6/2919.2/2971	3118.2/3483.7/3563.9	2919.2	3483.7	0.25498	1.7517e+05	2.9982e+05	1.031	0.84873	0.15127	0.30254	0.65211	True
DOCK2_-_169064308.23-P1P2|DOCK2_-_169064293.23-P1P2	DOCK2	2394.4/2165.1/2441.9	1883.2/1827.5/2119	2394.4	1883.2	-0.34633	27414	2.4593e+05	1.0309	0.1513	0.8487	0.30259	0.65211	False
SLC17A4_+_25754999.23-P1P2|SLC17A4_+_25755002.23-P1P2	SLC17A4	1307.7/1849.9/723.98	930.12/769.8/1485.6	1307.7	930.12	-0.49107	3.1737e+05	1.3431e+05	1.0309	0.1513	0.8487	0.3026	0.65211	False
TPMT_+_18155248.23-P1P2|TPMT_+_18155297.23-P1P2	TPMT	1389.5/2983.3/930.83	1549.2/1778.8/2066.3	1389.5	1778.8	0.3561	1.3754e+06	1.4271e+05	1.0305	0.84859	0.15141	0.30282	0.65252	True
SYNCRIP_+_86353009.23-P1P2|SYNCRIP_+_86352999.23-P1P2	SYNCRIP	324.33/492.79/491	722.38/360.51/1286.2	491	722.38	0.55611	13890	50429	1.0304	0.84637	0.15363	0.30726	0.65619	True
MMP23B_+_1567779.23-P1P2|MMP23B_+_1567617.23-P1P2	MMP23B	193.66/275.34/579.18	728.65/448.55/402.56	275.34	448.55	0.70207	49497	28279	1.0301	0.8404	0.1596	0.3192	0.66518	True
MMP10_-_102651272.23-P1P2|MMP10_-_102651285.23-P1P2	MMP10	1891.5/3433.9/1928.1	1469.8/1151.7/1597.3	1928.1	1469.8	-0.39128	1.1344e+06	1.9803e+05	1.0298	0.15156	0.84844	0.30311	0.65298	False
MUM1L1_-_105412328.23-P1P2|MUM1L1_-_105412310.23-P1P2	MUM1L1	2952.9/1648.1/3151.8	1657.7/3658.6/2385.8	2952.9	2385.8	-0.30752	8.7096e+05	3.0328e+05	1.0297	0.15158	0.84842	0.30316	0.65298	False
MAGI3_+_113933190.23-P1P2|MAGI3_+_113933168.23-P1P2	MAGI3	1936.6/1878.9/1554.6	1397.8/1426.6/1935.2	1878.9	1426.6	-0.39706	54224	1.9297e+05	1.0296	0.15159	0.84841	0.30318	0.65298	False
FAM229B_+_112408832.23-P1P2|FAM229B_+_112408826.23-P1P2	FAM229B	1364.1/2395.1/2616.1	2367.6/1531.3/1884.5	2395.1	1884.5	-0.34579	5.5593e+05	2.46e+05	1.0296	0.1516	0.8484	0.30319	0.65298	False
non-targeting_00972|non-targeting_01400	negative_control	1969.5/2692.4/2088.1	2564.9/2183.3/3190.9	2088.1	2564.9	0.29657	1.8959e+05	2.1446e+05	1.0295	0.84838	0.15162	0.30323	0.65298	True
NPTX1_+_78450353.23-P1P2|NPTX1_+_78450380.23-P1P2	NPTX1	1767.4/3120.2/2731.5	3276.8/2133.3/7815.7	2731.5	3276.8	0.26251	5.4032e+05	2.8055e+05	1.0295	0.84838	0.15162	0.30323	0.65298	True
HOPX_+_57522132.23-P2|HOPX_+_57522156.23-P2	HOPX	2517.6/1632.5/2084.8	2438.6/3718.1/2561.2	2084.8	2561.2	0.29677	1.9596e+05	2.1413e+05	1.0295	0.84838	0.15162	0.30325	0.65298	True
CASP5_+_104893872.23-P1P2|CASP5_+_104893859.23-P1P2	CASP5	1510.7/2395.1/1821.4	2556.5/2266.6/1439.4	1821.4	2266.6	0.31532	2.1284e+05	1.8707e+05	1.0293	0.84833	0.15167	0.30334	0.65305	True
CCL11_+_32612822.23-P1P2|CCL11_+_32612791.23-P1P2	CCL11	2505.4/3815.6/2175.2	2531.5/3946.6/3027.5	2505.4	3027.5	0.273	9.1287e+05	2.5732e+05	1.0293	0.84833	0.15167	0.30334	0.65305	True
PRUNE_-_150980949.23-P1P2|PRUNE_-_150981026.23-P1P2	PRUNE	1834.1/2534.4/2309.1	3333.2/2810.3/2392.3	2309.1	2810.3	0.28328	1.3817e+05	2.3716e+05	1.0292	0.8483	0.1517	0.3034	0.65311	True
IGFL1_-_46733056.23-P1P2|IGFL1_-_46733061.23-P1P2	IGFL1	731.4/1260.9/1751.7	1423.9/1631.2/1669.3	1260.9	1631.2	0.37121	2.6063e+05	1.2951e+05	1.029	0.84822	0.15178	0.30356	0.65321	True
FAM111A_-_58910390.23-P2|FAM111A_-_58910353.23-P2	FAM111A	891.22/939.43/475.76	793.37/220.11/581.68	891.22	581.68	-0.61469	87465	91535	1.0289	0.15176	0.84824	0.30352	0.65321	False
TBC1D30_+_65218439.23-P1P2|TBC1D30_+_65218490.23-P1P2	TBC1D30	2598.4/2845.7/1555.7	2066.9/1262.4/3327.6	2598.4	2066.9	-0.33001	5.7418e+05	2.6688e+05	1.0288	0.15178	0.84822	0.30356	0.65321	False
non-targeting_01908|non-targeting_03776	negative_control	1096.2/937.08/1136.6	751.61/341.47/955.61	1096.2	751.61	-0.54379	13470	1.1258e+05	1.0288	0.15178	0.84822	0.30357	0.65321	False
IFIH1_-_163175149.23-P1P2|IFIH1_-_163175124.23-P1P2	IFIH1	1379.1/1379/1539.4	1973/1577.7/1766.3	1379.1	1766.3	0.35672	12845	1.4165e+05	1.0286	0.84816	0.15184	0.30368	0.65322	True
GJB5_-_35220657.23-P1P2|GJB5_-_35220802.23-P1P2	GJB5	2016.5/1788.9/1713.6	1261/1348/1861.4	1788.9	1348	-0.40795	28739	1.8373e+05	1.0286	0.15184	0.84816	0.30368	0.65322	False
non-targeting_00013|non-targeting_01297	negative_control	2604.1/2745.5/2220.9	2072.2/2286.8/1890.9	2604.1	2072.2	-0.3295	83410	2.6746e+05	1.0285	0.15185	0.84815	0.3037	0.65322	False
MS4A13_-_60282925.23-P1P2|MS4A13_+_60282880.23-P1P2	MS4A13	422.11/872.94/929.74	920.73/223.68/566.91	872.94	566.91	-0.62189	1.0324e+05	89658	1.0285	0.15187	0.84813	0.30373	0.65322	False
FHL3_-_38471132.23-P1P2|FHL3_-_38471180.23-P1P2	FHL3	2043.8/2990.4/2359.2	1852.9/2819.8/1814.3	2359.2	1852.9	-0.34831	2.4894e+05	2.4231e+05	1.0285	0.15187	0.84813	0.30374	0.65322	False
PPP4R1_-_9614465.23-P1P2|PPP4R1_+_9614544.23-P1P2	PPP4R1	4222.9/4470.3/3569.8	4900.1/4146.5/5742.9	4222.9	4900.1	0.21452	2.4388e+05	4.3373e+05	1.0282	0.84808	0.15192	0.30384	0.65322	True
RSRC1_-_157828078.23-P1P2|RSRC1_+_157827933.23-P1P2	RSRC1	1263.5/369.98/1162.7	1325.8/807.87/787.57	1162.7	807.87	-0.52476	3.1929e+05	1.1942e+05	1.0282	0.15192	0.84808	0.30385	0.65322	False
AHCYL1_-_110527422.23-P1|AHCYL1_-_110527436.23-P1	AHCYL1	1899/2425.6/1526.3	1229.7/2863.8/1445	1899	1445	-0.39397	2.081e+05	1.9504e+05	1.0281	0.15195	0.84805	0.30389	0.65322	False
TMEM185B_-_120980704.23-P1P2|TMEM185B_+_120980229.23-P1P2	TMEM185B	2406.7/2388.9/2636.8	2464.7/1785.9/1895.5	2406.7	1895.5	-0.34427	26642	2.4718e+05	1.0281	0.15196	0.84804	0.30392	0.65322	False
CHPF2_-_150929634.23-P1P2|CHPF2_-_150929643.23-P1P2	CHPF2	5211/5820.4/7540.3	6615.2/5249.4/7141.7	5820.4	6615.2	0.18465	1.6647e+06	5.978e+05	1.028	0.84803	0.15197	0.30394	0.65322	True
CDADC1_+_49822277.23-P1P2|CDADC1_+_49822283.23-P1P2	CDADC1	3477.4/1969.6/857.89	1626.4/2762.7/2432	1969.6	2432	0.30408	1.7547e+06	2.0229e+05	1.028	0.84803	0.15197	0.30394	0.65322	True
ZNF326_+_90460707.23-P1P2|ZNF326_+_90460690.23-P1P2	ZNF326	3865.7/4089.4/4031.4	3534.7/3362.4/3370	4031.4	3370	-0.25845	15412	4.1406e+05	1.0278	0.15202	0.84798	0.30403	0.65335	False
MEA1_+_42981613.23-P1P2|MEA1_+_42981635.23-P1P2	MEA1	1963.9/1456.5/1812.7	1586.7/1242.2/1369.3	1812.7	1369.3	-0.40447	74870	1.8617e+05	1.0277	0.15204	0.84796	0.30409	0.6534	False
TMF1_+_69101385.23-P1P2|TMF1_-_69101403.23-P1P2	TMF1	1748.6/492.01/1057.1	1395.7/1475.4/1353.6	1057.1	1395.7	0.40053	3.9874e+05	1.0857e+05	1.0276	0.84782	0.15218	0.30436	0.65356	True
SLC5A4_-_32651290.23-P1P2|SLC5A4_+_32651303.23-P1P2	SLC5A4	2668.9/3724.1/1648.3	2466.8/1668.1/2131	2668.9	2131	-0.32462	1.0775e+06	2.7412e+05	1.0275	0.15209	0.84791	0.30418	0.65353	False
GRAP2_-_40297158.23-P1P2|GRAP2_-_40297107.23-P1P2	GRAP2	1036/2412.3/1488.2	824.69/1707.4/1086.7	1488.2	1086.7	-0.45326	5.2923e+05	1.5285e+05	1.0272	0.15215	0.84785	0.30431	0.65356	False
NOBOX_-_144100755.23-ENST00000223140.5|NOBOX_+_144100748.23-ENST00000223140.5	NOBOX	1861.4/2244.9/1010.3	721.34/1412.3/1443.1	1861.4	1412.3	-0.3981	4.3573e+05	1.9118e+05	1.0272	0.15217	0.84783	0.30434	0.65356	False
CREBZF_-_85376117.23-P1P2|CREBZF_-_85376158.23-P1P2	CREBZF	2632.3/3318.9/2261.2	2098.3/2831.7/1903.8	2632.3	2098.3	-0.32698	3.0457e+05	2.7036e+05	1.0271	0.1522	0.8478	0.30439	0.65356	False
FAM49B_+_131028535.23-P2|FAM49B_+_131028723.23-P2	FAM49B	1027.5/879.2/387.57	342.4/986.34/572.45	879.2	572.45	-0.61818	1.3185e+05	90301	1.027	0.15221	0.84779	0.30443	0.65356	False
TMEM44_-_194354088.23-P1P2|TMEM44_+_194354032.23-P1P2	TMEM44	2606/2617.3/2430	1930.2/3683.6/2074.7	2606	2074.7	-0.3288	15553	2.6765e+05	1.027	0.15222	0.84778	0.30443	0.65356	False
AMN_+_103395231.23-P2|AMN_-_103395024.23-P2	AMN	3154/2900.4/3781	2484.5/3615.8/2569.5	3154	2569.5	-0.29559	2.2871e+05	3.2394e+05	1.0269	0.15222	0.84778	0.30444	0.65356	False
non-targeting_02750|non-targeting_00617	negative_control	2861.7/3947/2497.5	2305/2109.5/3432.8	2861.7	2305	-0.312	6.5532e+05	2.9392e+05	1.0269	0.15224	0.84776	0.30447	0.65356	False
GFPT1_-_69614328.23-P1P2|GFPT1_-_69614338.23-P1P2	GFPT1	1219.3/1314.9/1283.6	1208.8/1997.7/1656.4	1283.6	1656.4	0.36764	2554.9	1.3183e+05	1.0268	0.84772	0.15228	0.30456	0.65356	True
BTBD18_-_57518953.23-ENST00000422652.1|BTBD18_+_57519147.23-ENST00000422652.1	BTBD18	1579.4/1134.2/874.22	1245.4/1512.2/1484.7	1134.2	1484.7	0.38816	1.3288e+05	1.1649e+05	1.0268	0.84768	0.15232	0.30464	0.65356	True
HPR_-_72088662.23-P1P2|HPR_+_72088838.23-P1P2	HPR	1815.3/1448.6/1817	1215.1/1737.1/1372	1815.3	1372	-0.40368	67231	1.8645e+05	1.0267	0.15228	0.84772	0.30455	0.65356	False
ABHD5_-_43732464.23-P1P2|ABHD5_-_43732422.23-P1P2	ABHD5	2016.5/2326.3/1132.2	1526.2/2216.6/1549.3	2016.5	1549.3	-0.38004	4.3895e+05	2.0711e+05	1.0267	0.15229	0.84771	0.30458	0.65356	False
PDK4_-_95225784.23-P1P2|PDK4_-_95225906.23-P1P2	PDK4	2319.2/1663.8/1591.7	1882.2/2088.1/3017.3	1663.8	2088.1	0.32757	2.1742e+05	1.7088e+05	1.0265	0.84768	0.15232	0.30465	0.65356	True
ACP1_-_264970.23-P1P2|ACP1_-_264967.23-P1P2	ACP1	103.41/398.93/53.346	59.503/45.212/9.233	103.41	45.212	-1.1759	44918	10621	1.0264	0.15235	0.84765	0.3047	0.6536	False
MYADM_+_54373074.23-P2|MYADM_+_54373050.23-P2	MYADM	3379.7/1670/2425.6	1913.5/1847.8/2059	2425.6	1913.5	-0.34198	7.4058e+05	2.4913e+05	1.026	0.15244	0.84756	0.30488	0.65375	False
NDUFA2_+_140027134.23-P1P2|NDUFA2_-_140027105.23-P1P2	NDUFA2	2.8203/302.71/119.76	52.195/170.14/4.6165	119.76	52.195	-1.1827	23574	12300	1.026	0.15245	0.84755	0.3049	0.65375	False
FKBP2_-_64008577.23-P1P2|FKBP2_+_64008573.23-P1P2	FKBP2	2158.5/1379/1666.8	3242.4/2081/2091.3	1666.8	2091.3	0.32714	1.6228e+05	1.7119e+05	1.0259	0.84754	0.15246	0.30493	0.65375	True
H1FOO_-_129267206.23-P1P2|H1FOO_-_129267249.23-P1P2	H1FOO	2199.8/2771.4/2499.6	1446.9/1979.8/3070	2499.6	1979.8	-0.33619	81857	2.5673e+05	1.0259	0.15247	0.84753	0.30494	0.65375	False
MROH1_+_145215882.23-P1P2|MROH1_-_145215911.23-P1P2	MROH1	989.93/450.55/997.24	426.96/663.91/887.29	989.93	663.91	-0.57562	1.4549e+05	1.0167e+05	1.0259	0.15248	0.84752	0.30496	0.65375	False
AGBL4_-_50489570.23-P1P2|AGBL4_-_50489541.23-P1P2	AGBL4	2480.9/2771.4/1830.1	1427/1963.2/2509.5	2480.9	1963.2	-0.33754	2.5397e+05	2.5481e+05	1.0257	0.15252	0.84748	0.30504	0.65386	False
CHTOP_-_153606538.23-P1P2|CHTOP_-_153606547.23-P1P2	CHTOP	1085.8/1713.8/912.32	1606.6/600.85/1428.3	1085.8	1428.3	0.39524	2.1224e+05	1.1152e+05	1.0257	0.84739	0.15261	0.30521	0.65391	True
LOC100507003_+_49929768.23-NM_001195256|LOC100507003_+_49929948.23-NM_001195256	LOC100507003	1757/1118.6/1022.3	1135.8/1599.1/1466.2	1118.6	1466.2	0.39014	2.0847e+05	1.1488e+05	1.0257	0.8474	0.1526	0.3052	0.65391	True
DFNB31_+_117267739.23-P1P2|DFNB31_-_117267744.23-P1P2	DFNB31	2802.4/3385.4/2385.3	2060.7/2252.3/2592.6	2802.4	2252.3	-0.31517	2.5691e+05	2.8783e+05	1.0254	0.15258	0.84742	0.30515	0.65391	False
"FAM90A1_+_8380079.23-ENST00000307435.6,ENST00000538603.1|FAM90A1_+_8380076.23-ENST00000307435.6,ENST00000538603.1"	FAM90A1	1874.6/1186.6/3216	1446.9/784.08/1424.7	1874.6	1424.7	-0.3957	1.1364e+06	1.9253e+05	1.0254	0.15259	0.84741	0.30518	0.65391	False
ATF6_-_161736215.23-P1P2|ATF6_+_161736350.23-P1P2	ATF6	1817.2/1142.8/1585.1	788.15/1998.9/2034	1585.1	1998.9	0.33439	1.2476e+05	1.6281e+05	1.0254	0.8474	0.1526	0.3052	0.65391	True
PRKG2_-_82136320.23-P1P2|PRKG2_-_82136298.23-P1P2	PRKG2	2530.8/2367.7/3133.2	2531.5/1582.4/2008.2	2530.8	2008.2	-0.33353	1.9479e+05	2.5993e+05	1.025	0.15268	0.84732	0.30536	0.65407	False
FGF4_+_69590148.23-P1P2|FGF4_+_69590126.23-P1P2	FGF4	2062.6/1868.7/1641.7	2220.4/2317.7/2691.4	1868.7	2317.7	0.31053	44549	1.9193e+05	1.025	0.84731	0.15269	0.30538	0.65407	True
IFNA2_+_21385377.23-P1P2|IFNA2_-_21385366.23-P1P2	IFNA2	2986.7/2388.9/3361.9	2457.4/2126.2/2419	2986.7	2419	-0.304	2.4908e+05	3.0676e+05	1.0249	0.1527	0.8473	0.3054	0.65407	False
PPP1R13B_+_104313901.23-P1P2|PPP1R13B_-_104313915.23-P1P2	PPP1R13B	5429.1/4996/5666.6	7815.7/5631.3/6194.4	5429.1	6194.4	0.19023	1.2201e+05	5.5761e+05	1.0249	0.8473	0.1527	0.30541	0.65407	True
PLCXD1_-_198104.23-P1|PLCXD1_-_198355.23-P1	PLCXD1	1233.4/1220.2/605.31	844.52/857.85/1463.4	1220.2	857.85	-0.50788	1.8916e+05	1.2533e+05	1.0247	0.15276	0.84724	0.30551	0.65422	False
FBXO21_+_117628254.23-P1P2|FBXO21_+_117628257.23-P1P2	FBXO21	1886.8/1892.2/704.38	2715.2/1947.7/2337.8	1886.8	2337.8	0.30907	6.9905e+05	1.9379e+05	1.0245	0.84721	0.15279	0.30559	0.65432	True
LRIT2_-_85985252.23-P1P2|LRIT2_-_85985200.23-P1P2	LRIT2	2332.4/2266.8/2128.4	1772.6/1630/2018.3	2266.8	1772.6	-0.35467	11733	2.3282e+05	1.0244	0.15283	0.84717	0.30565	0.65439	False
SMC1A_-_53449606.23-P1P2|SMC1A_+_53449593.23-P1P2	SMC1A	341.26/273.77/547.61	995.89/533.03/335.16	341.26	533.03	0.64184	23568	35050	1.0243	0.84176	0.15824	0.31648	0.66375	True
PTAR1_+_72374646.23-P1P2|PTAR1_+_72374835.23-P1P2	PTAR1	1776.8/2113.5/1597.1	1815.4/2214.2/3356.2	1776.8	2214.2	0.31736	72837	1.8249e+05	1.024	0.84707	0.15293	0.30586	0.65476	True
C1orf198_+_231005300.23-P2|C1orf198_-_231005109.23-P2	C1orf198	2388.8/2680.6/1869.3	2895.8/2147.6/3331.3	2388.8	2895.8	0.27757	1.7753e+05	2.4535e+05	1.0236	0.84698	0.15302	0.30603	0.65505	True
LYG2_+_99870668.23-ENST00000409238.1|LYG2_-_99870727.23-ENST00000409238.1	LYG2	2678.3/2108/1720.1	1635.8/3379/2584.3	2108	2584.3	0.29375	2.3786e+05	2.1651e+05	1.0235	0.84697	0.15303	0.30605	0.65505	True
THBD_+_23030257.23-P1|THBD_+_23030285.23-P1	THBD	3185.1/2304.4/2875.2	3896.9/3431.4/3214	2875.2	3431.4	0.25503	2.1093e+05	2.9531e+05	1.0234	0.84695	0.15305	0.30611	0.65508	True
CCDC73_-_32816109.23-P1P2|CCDC73_+_32816149.23-P1P2	CCDC73	2367.2/1422.1/2197	2461.5/4202.4/2683.1	2197	2683.1	0.28827	3.1474e+05	2.2565e+05	1.0234	0.84694	0.15306	0.30613	0.65508	True
FXR2_+_7518141.23-P1P2|FXR2_-_7517992.23-P1P2	FXR2	8381/8718.5/8246.8	7431.6/10031/6570.2	8381	7431.6	-0.17343	65948	8.6079e+05	1.0233	0.15308	0.84692	0.30616	0.65509	False
CMTM2_+_66620931.23-P2|CMTM2_+_66620942.23-P2	CMTM2	1711/1253.9/1406.6	1795.5/713.88/1883.5	1406.6	1795.5	0.35198	57989	1.4447e+05	1.0233	0.8469	0.1531	0.30621	0.65512	True
ADAD1_-_123300726.23-P1P2|ADAD1_-_123300755.23-P1P2	ADAD1	2397.3/2053.3/1430.5	1440.6/1731.2/1583.5	2053.3	1583.5	-0.37465	2.5307e+05	2.1089e+05	1.0231	0.15313	0.84687	0.30625	0.65515	False
HES5_-_2461627.23-P1P2|HES5_-_2461635.23-P1P2	HES5	2226.2/1487/1947.7	2405.2/2659.2/1559.5	1947.7	2405.2	0.30425	1.449e+05	2.0004e+05	1.0229	0.84682	0.15318	0.30636	0.65531	True
LRRC69_-_92115077.23-P1P2|LRRC69_+_92115235.23-P1P2	LRRC69	1460.9/1397.8/1760.4	1857.1/1218.4/1863.2	1460.9	1857.1	0.34598	46840	1.5005e+05	1.0228	0.84679	0.15321	0.30642	0.65538	True
CUTA_+_33385660.23-P1P2|CUTA_+_33385646.23-P1P2	CUTA	2827.8/1908.6/2415.8	2140/1252.9/1906.6	2415.8	1906.6	-0.34133	2.1352e+05	2.4812e+05	1.0222	0.15334	0.84666	0.30667	0.65574	False
